Target_id	Tax_id	Gene_id	Gene_name	Gene_alias	Db_xrefs	Chromosome	Map_location	Description	Type_of_gene	TTD_target_id	TTD_target_type
HBTAR009967	9606	83998	REG4	GISP; REG-IV; RELP	OMIM:609846; HGNC:HGNC:22977; Ensembl:ENSG00000134193	1	1p12	regenerating family member 4	protein-coding	T94532	Research target
HBTAR009968	9606	83999	KREMEN1	ECTD13; KREMEN; KRM1	OMIM:609898; HGNC:HGNC:17550; Ensembl:ENSG00000183762	22	22q12.1	kringle containing transmembrane protein 1	protein-coding	NA	/
HBTAR009969	9606	84000	TMPRSS13	MSP; MSPL; MSPS; TMPRSS11	OMIM:610050; HGNC:HGNC:29808; Ensembl:ENSG00000137747	11	11q23.3	transmembrane serine protease 13	protein-coding	NA	/
HBTAR009970	9606	84002	B3GNT5	B3GN-T5; beta3Gn-T5	OMIM:615333; HGNC:HGNC:15684; Ensembl:ENSG00000176597	3	3q27.1	"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 5"	protein-coding	NA	/
HBTAR009971	9606	84033	OBSCN	ARHGEF30; UNC89	OMIM:608616; HGNC:HGNC:15719; Ensembl:ENSG00000154358	1	1q42.13	"obscurin, cytoskeletal calmodulin and titin-interacting RhoGEF"	protein-coding	NA	/
HBTAR009972	9606	84056	KATNAL1	-	OMIM:614764; HGNC:HGNC:28361; Ensembl:ENSG00000102781	13	13q12.3	katanin catalytic subunit A1 like 1	protein-coding	NA	/
HBTAR009973	9606	84057	MND1	GAJ	OMIM:611422; HGNC:HGNC:24839; Ensembl:ENSG00000121211	4	4q31.3	meiotic nuclear divisions 1	protein-coding	NA	/
HBTAR009974	9606	84058	WDR54	-	HGNC:HGNC:25770; Ensembl:ENSG00000005448	2	2p13.1	WD repeat domain 54	protein-coding	NA	/
HBTAR009975	9606	84063	KIRREL2	FILTRIN; NEPH3; NLG1	OMIM:607762; HGNC:HGNC:18816; Ensembl:ENSG00000126259	19	19q13.12	kirre like nephrin family adhesion molecule 2	protein-coding	NA	/
HBTAR009976	9606	84064	HDHD2	3110052N05Rik; HEL-S-301	HGNC:HGNC:25364; Ensembl:ENSG00000167220	18	18q21.1	haloacid dehalogenase like hydrolase domain containing 2	protein-coding	NA	/
HBTAR009977	9606	84065	TMEM222	C1orf160	HGNC:HGNC:25363; Ensembl:ENSG00000186501	1	1p36.11	transmembrane protein 222	protein-coding	NA	/
HBTAR009978	9606	84068	SLC10A7	C4orf13; P7; SSASKS	OMIM:611459; HGNC:HGNC:23088; Ensembl:ENSG00000120519	4	4q31.22	solute carrier family 10 member 7	protein-coding	NA	/
HBTAR009979	9606	84071	ARMC2	SPGF38; bA787I22.1	OMIM:618424; HGNC:HGNC:23045; Ensembl:ENSG00000118690	6	6q21	armadillo repeat containing 2	protein-coding	NA	/
HBTAR009980	9606	84074	QRICH2	SPGF35	OMIM:618304; HGNC:HGNC:25326; Ensembl:ENSG00000129646	17	17q25.1	glutamine rich 2	protein-coding	NA	/
HBTAR009981	9606	84076	TKTL2	-	HGNC:HGNC:25313; Ensembl:ENSG00000151005	4	4q32.2	transketolase like 2	protein-coding	NA	/
HBTAR009982	9606	84077	C3orf20	-	HGNC:HGNC:25320; Ensembl:ENSG00000131379	3	3p25.1	chromosome 3 open reading frame 20	protein-coding	NA	/
HBTAR009983	9606	84078	KBTBD7	-	OMIM:617739; HGNC:HGNC:25266; Ensembl:ENSG00000120696	13	13q14.11	kelch repeat and BTB domain containing 7	protein-coding	NA	/
HBTAR009984	9606	84079	ANKRD27	PP12899; VARP	HGNC:HGNC:25310; Ensembl:ENSG00000105186	19	19q13.11	ankyrin repeat domain 27	protein-coding	NA	/
HBTAR009985	9606	84081	NSRP1	CCDC55; HSPC095; NSrp70	OMIM:616173; HGNC:HGNC:25305; Ensembl:ENSG00000126653	17	17q11.2	nuclear speckle splicing regulatory protein 1	protein-coding	NA	/
HBTAR009986	9606	84083	ZRANB3	4933425L19Rik; AH2	OMIM:615655; HGNC:HGNC:25249; Ensembl:ENSG00000121988	2	2q21.3	zinc finger RANBP2-type containing 3	protein-coding	NA	/
HBTAR009987	9606	84085	FBXO30	Fbx30	OMIM:609101; HGNC:HGNC:15600; Ensembl:ENSG00000118496	6	6q24.3	F-box protein 30	protein-coding	NA	/
HBTAR009988	9606	84100	ARL6	BBS3; RP55	OMIM:608845; HGNC:HGNC:13210; Ensembl:ENSG00000113966	3	3q11.2	ADP ribosylation factor like GTPase 6	protein-coding	NA	/
HBTAR009989	9606	84101	USP44	-	OMIM:610993; HGNC:HGNC:20064; Ensembl:ENSG00000136014	12	12q22	ubiquitin specific peptidase 44	protein-coding	T98352	Research target
HBTAR009990	9606	84102	SLC41A2	SLC41A1-L1	OMIM:610802; HGNC:HGNC:31045; Ensembl:ENSG00000136052	12	12q23.3	solute carrier family 41 member 2	protein-coding	NA	/
HBTAR009991	9606	84105	PCBD2	DCOH2; DCOHM; PHS2	OMIM:609836; HGNC:HGNC:24474; Ensembl:ENSG00000132570	5	5q31.1	pterin-4 alpha-carbinolamine dehydratase 2	protein-coding	NA	/
HBTAR009992	9606	84107	ZIC4	-	OMIM:608948; HGNC:HGNC:20393; Ensembl:ENSG00000174963	3	3q24	Zic family member 4	protein-coding	NA	/
HBTAR009993	9606	84109	QRFPR	AQ27; GPR103; SP9155	OMIM:606925; HGNC:HGNC:15565; Ensembl:ENSG00000186867	4	4q27	pyroglutamylated RFamide peptide receptor	protein-coding	NA	/
HBTAR009994	9606	84124	ZNF394	ZKSCAN14; ZSCAN46	HGNC:HGNC:18832; Ensembl:ENSG00000160908	7	7q22.1	zinc finger protein 394	protein-coding	NA	/
HBTAR009995	9606	84125	LRRIQ1	-	HGNC:HGNC:25708; Ensembl:ENSG00000133640	12	12q21.31	leucine rich repeats and IQ motif containing 1	protein-coding	NA	/
HBTAR009996	9606	84129	ACAD11	ACAD-11	OMIM:614288; HGNC:HGNC:30211; Ensembl:ENSG00000240303	3	3q22.1	acyl-CoA dehydrogenase family member 11	protein-coding	NA	/
HBTAR009997	9606	84131	CEP78	C9orf81; CRDHL; IP63	OMIM:617110; HGNC:HGNC:25740; Ensembl:ENSG00000148019	9	9q21.2	centrosomal protein 78	protein-coding	NA	/
HBTAR009998	9606	84133	ZNRF3	BK747E2.3; RNF203	OMIM:612062; HGNC:HGNC:18126; Ensembl:ENSG00000183579	22	22q12.1	zinc and ring finger 3	protein-coding	NA	/
HBTAR009999	9606	84138	SLC7A6OS	Iwr1	HGNC:HGNC:25807; Ensembl:ENSG00000103061	16	16q22.1	solute carrier family 7 member 6 opposite strand	protein-coding	NA	/
HBTAR010000	9606	84141	EVA1A	FAM176A; TMEM166	HGNC:HGNC:25816; Ensembl:ENSG00000115363	2	2p12	"eva-1 homolog A, regulator of programmed cell death"	protein-coding	NA	/
HBTAR010001	9606	84142	ABRAXAS1	ABRA1; CCDC98; FAM175A	OMIM:611143; HGNC:HGNC:25829; Ensembl:ENSG00000163322	4	4q21.23	"abraxas 1, BRCA1 A complex subunit"	protein-coding	NA	/
HBTAR010002	9606	84144	SYDE2	-	HGNC:HGNC:25841; Ensembl:ENSG00000097096	1	1p22.3	synapse defective Rho GTPase homolog 2	protein-coding	NA	/
HBTAR010003	9606	84146	ZNF644	BM-005; MYP21; NatF; ZEP-2	OMIM:614159; HGNC:HGNC:29222; Ensembl:ENSG00000122482	1	1p22.2	zinc finger protein 644	protein-coding	NA	/
HBTAR010004	9606	84148	KAT8	MOF; MYST1; ZC2HC8; hMOF	OMIM:609912; HGNC:HGNC:17933; Ensembl:ENSG00000103510	16	16p11.2	lysine acetyltransferase 8	protein-coding	NA	/
HBTAR010005	9606	84152	PPP1R1B	DARPP-32; DARPP32	OMIM:604399; HGNC:HGNC:9287; Ensembl:ENSG00000131771	17	17q12	protein phosphatase 1 regulatory inhibitor subunit 1B	protein-coding	NA	/
HBTAR010006	9606	84154	RPF2	BXDC1; bA397G5.4	OMIM:618471; HGNC:HGNC:20870; Ensembl:ENSG00000197498	6	6q21	ribosome production factor 2 homolog	protein-coding	NA	/
HBTAR010007	9606	84159	ARID5B	DESRT; MRF-2; MRF2	OMIM:608538; HGNC:HGNC:17362; Ensembl:ENSG00000150347	10	10q21.2	AT-rich interaction domain 5B	protein-coding	NA	/
HBTAR010008	9606	84162	KIAA1109	ALKKUCS; FSA; Tweek	OMIM:611565; HGNC:HGNC:26953; Ensembl:ENSG00000138688	4	4q27	KIAA1109	protein-coding	NA	/
HBTAR010009	9606	84164	ASCC2	ASC1p100; p100	OMIM:614216; HGNC:HGNC:24103; Ensembl:ENSG00000100325	22	22q12.2	activating signal cointegrator 1 complex subunit 2	protein-coding	NA	/
HBTAR010010	9606	84166	NLRC5	CLR16.1; NOD27; NOD4	OMIM:613537; HGNC:HGNC:29933; Ensembl:ENSG00000140853	16	16q13	NLR family CARD domain containing 5	protein-coding	T93951	Research target
HBTAR010011	9606	84171	LOXL4	LOXC	OMIM:607318; HGNC:HGNC:17171; Ensembl:ENSG00000138131	10	10q24.2	lysyl oxidase like 4	protein-coding	NA	/
HBTAR010012	9606	84172	POLR1B	A135; RPA135; RPA2; Rpo1-2	OMIM:602000; HGNC:HGNC:20454; Ensembl:ENSG00000125630	2	2q14.1	RNA polymerase I subunit B	protein-coding	NA	/
HBTAR010013	9606	84174	SLA2	C20orf156; MARS; SLAP-2; SLAP2	OMIM:606577; HGNC:HGNC:17329; Ensembl:ENSG00000101082	20	20q11.23	Src like adaptor 2	protein-coding	NA	/
HBTAR010014	9606	84181	CHD6	CHD-6; CHD5; RIGB	OMIM:616114; HGNC:HGNC:19057; Ensembl:ENSG00000124177	20	20q12	chromodomain helicase DNA binding protein 6	protein-coding	NA	/
HBTAR010015	9606	84186	ZCCHC7	AIR1; HSPC086	HGNC:HGNC:26209; Ensembl:ENSG00000147905	9	9p13.2	zinc finger CCHC-type containing 7	protein-coding	NA	/
HBTAR010016	9606	84188	FAR1	MLSTD2; PFCRD; SDR10E1	OMIM:616107; HGNC:HGNC:26222; Ensembl:ENSG00000197601	11	11p15.3	fatty acyl-CoA reductase 1	protein-coding	NA	/
HBTAR010017	9606	84203	TXNDC2	SPTRX; SPTRX1	OMIM:617790; HGNC:HGNC:16470; Ensembl:ENSG00000168454	18	18p11.22	thioredoxin domain containing 2	protein-coding	NA	/
HBTAR010018	9606	84215	ZNF541	-	HGNC:HGNC:25294; Ensembl:ENSG00000118156	19	19q13.33	zinc finger protein 541	protein-coding	NA	/
HBTAR010019	9606	84216	TMEM117	-	HGNC:HGNC:25308; Ensembl:ENSG00000139173	12	12q12	transmembrane protein 117	protein-coding	NA	/
HBTAR010020	9606	84219	WDR24	C16orf21; JFP7	HGNC:HGNC:20852; Ensembl:ENSG00000127580	16	16p13.3	WD repeat domain 24	protein-coding	NA	/
HBTAR010021	9606	84220	RGPD5	BS-63; BS63; HEL161; RGP5	OMIM:612708; HGNC:HGNC:32418; Ensembl:ENSG00000015568	2	2q13	RANBP2 like and GRIP domain containing 5	protein-coding	NA	/
HBTAR010022	9606	84223	IQCG	CFAP122; DRC9	OMIM:612477; HGNC:HGNC:25251; Ensembl:ENSG00000114473	3	3q29	IQ motif containing G	protein-coding	NA	/
HBTAR010023	9606	84224	NBPF3	AE2	OMIM:612992; HGNC:HGNC:25076; Ensembl:ENSG00000142794	1	1p36.12	NBPF member 3	protein-coding	NA	/
HBTAR010024	9606	84230	LRRC8C	AD158; FAD158	OMIM:612889; HGNC:HGNC:25075; Ensembl:ENSG00000171488	1	1p22.2	leucine rich repeat containing 8 VRAC subunit C	protein-coding	NA	/
HBTAR010025	9606	84231	TRAF7	CAFDADD; RFWD1; RNF119	OMIM:606692; HGNC:HGNC:20456; Ensembl:ENSG00000131653	16	16p13.3	TNF receptor associated factor 7	protein-coding	NA	/
HBTAR010026	9606	84233	TMEM126A	OPA7	OMIM:612988; HGNC:HGNC:25382; Ensembl:ENSG00000171202	11	11q14.1	transmembrane protein 126A	protein-coding	NA	/
HBTAR010027	9606	84236	RHBDD1	RHBDL4; RRP4	OMIM:617515; HGNC:HGNC:23081; Ensembl:ENSG00000144468	2	2q36.3	rhomboid domain containing 1	protein-coding	NA	/
HBTAR010028	9606	84240	ZCCHC9	PPP1R41	HGNC:HGNC:25424; Ensembl:ENSG00000131732	5	5q14.1	zinc finger CCHC-type containing 9	protein-coding	NA	/
HBTAR010029	9606	84245	MRI1	M1Pi; MRDI; MTNA; Ypr118w	OMIM:615105; HGNC:HGNC:28469; Ensembl:ENSG00000037757	19	19p13.13	methylthioribose-1-phosphate isomerase 1	protein-coding	NA	/
HBTAR010030	9606	84246	MED10	L6; NUT2; TRG20	OMIM:612382; HGNC:HGNC:28760; Ensembl:ENSG00000133398	5	5p15.31	mediator complex subunit 10	protein-coding	NA	/
HBTAR010031	9606	84248	FYTTD1	UIF	OMIM:616933; HGNC:HGNC:25407; Ensembl:ENSG00000122068	3	3q29	forty-two-three domain containing 1	protein-coding	NA	/
HBTAR010032	9606	84250	SLF1	ANKRD32; BRCTD1; BRCTx	OMIM:618467; HGNC:HGNC:25408; Ensembl:ENSG00000133302	5	5q15	SMC5-SMC6 complex localization factor 1	protein-coding	NA	/
HBTAR010033	9606	84254	CAMKK1	CAMKKA	OMIM:611411; HGNC:HGNC:1469; Ensembl:ENSG00000004660	17	17p13.2	calcium/calmodulin dependent protein kinase kinase 1	protein-coding	T38134	Research target
HBTAR010034	9606	84255	SLC37A3	-	HGNC:HGNC:20651; Ensembl:ENSG00000157800	7	7q34	solute carrier family 37 member 3	protein-coding	NA	/
HBTAR010035	9606	84259	DCUN1D5	SCCRO5	OMIM:616522; HGNC:HGNC:28409; Ensembl:ENSG00000137692	11	11q22.3	defective in cullin neddylation 1 domain containing 5	protein-coding	NA	/
HBTAR010036	9606	84261	FBXW9	Fbw9; MEC-15	OMIM:609074; HGNC:HGNC:28136; Ensembl:ENSG00000132004	19	19p13.13	F-box and WD repeat domain containing 9	protein-coding	NA	/
HBTAR010037	9606	84262	PSMG3	C7orf48; PAC3	OMIM:617528; HGNC:HGNC:22420; Ensembl:ENSG00000157778	7	7p22.3	proteasome assembly chaperone 3	protein-coding	NA	/
HBTAR010038	9606	84263	HSDL2	C9orf99; SDR13C1	HGNC:HGNC:18572; Ensembl:ENSG00000119471	9	9q32	hydroxysteroid dehydrogenase like 2	protein-coding	NA	/
HBTAR010039	9606	84264	HAGHL	-	HGNC:HGNC:14177; Ensembl:ENSG00000103253	16	16p13.3	hydroxyacylglutathione hydrolase like	protein-coding	NA	/
HBTAR010040	9606	84266	ALKBH7	ABH7; SPATA11; UNQ6002	OMIM:613305; HGNC:HGNC:21306; Ensembl:ENSG00000125652	19	19p13.3	alkB homolog 7	protein-coding	NA	/
HBTAR010041	9606	84270	CARD19	BinCARD; C9orf89	OMIM:617726; HGNC:HGNC:28148; Ensembl:ENSG00000165233	9	9q22.31	caspase recruitment domain family member 19	protein-coding	NA	/
HBTAR010042	9606	84271	POLDIP3	PDIP3; PDIP46; SKAR	OMIM:611520; HGNC:HGNC:23782; Ensembl:ENSG00000100227	22	22q13.2	DNA polymerase delta interacting protein 3	protein-coding	NA	/
HBTAR010043	9606	84275	SLC25A33	BMSC-MCP; PNC1	OMIM:610816; HGNC:HGNC:29681; Ensembl:ENSG00000171612	1	1p36.22	solute carrier family 25 member 33	protein-coding	NA	/
HBTAR010044	9606	84280	BTBD10	GMRP-1; GMRP1	OMIM:615933; HGNC:HGNC:21445; Ensembl:ENSG00000148925	11	11p15.3	BTB domain containing 10	protein-coding	NA	/
HBTAR010045	9606	84282	RNF135	L13; MMFD; REUL; Riplet	OMIM:611358; HGNC:HGNC:21158; Ensembl:ENSG00000181481	17	17q11.2	ring finger protein 135	protein-coding	NA	/
HBTAR010046	9606	84284	NTPCR	C1orf57; HCR-NTPase; THEP1	HGNC:HGNC:28204; Ensembl:ENSG00000135778	1	1q42.2	"nucleoside-triphosphatase, cancer-related"	protein-coding	NA	/
HBTAR010047	9606	84288	EFCAB2	CFAP200; DRC8	HGNC:HGNC:28166; Ensembl:ENSG00000203666	1	1q44	EF-hand calcium binding domain 2	protein-coding	NA	/
HBTAR010048	9606	84289	ING5	p28ING5	OMIM:608525; HGNC:HGNC:19421; Ensembl:ENSG00000168395	2	2q37.3	inhibitor of growth family member 5	protein-coding	NA	/
HBTAR010049	9606	84290	CAPNS2	CSS2	OMIM:616767; HGNC:HGNC:16371; Ensembl:ENSG00000256812	16	16q12.2	calpain small subunit 2	protein-coding	NA	/
HBTAR010050	9606	84295	PHF6	BFLS; BORJ; CENP-31	OMIM:300414; HGNC:HGNC:18145; Ensembl:ENSG00000156531	X	Xq26.2	PHD finger protein 6	protein-coding	NA	/
HBTAR010051	9606	84296	GINS4	SLD5	OMIM:610611; HGNC:HGNC:28226; Ensembl:ENSG00000147536	8	8p11.21	GINS complex subunit 4	protein-coding	NA	/
HBTAR010052	9606	84301	DDI2	-	HGNC:HGNC:24578; Ensembl:ENSG00000197312	1	1p36.21	DNA damage inducible 1 homolog 2	protein-coding	NA	/
HBTAR010053	9606	84303	CHCHD6	CHCM1; MICOS25; Mic25; PPP1R23	OMIM:615634; HGNC:HGNC:28184; Ensembl:ENSG00000159685	3	3q21.3	coiled-coil-helix-coiled-coil-helix domain containing 6	protein-coding	NA	/
HBTAR010054	9606	84305	PYM1	PYM; WIBG	HGNC:HGNC:30258; Ensembl:ENSG00000170473	12	12q13.2	"PYM homolog 1, exon junction complex associated factor"	protein-coding	NA	/
HBTAR010055	9606	84307	ZNF397	ZNF47; ZSCAN15	OMIM:609601; HGNC:HGNC:18818; Ensembl:ENSG00000186812	18	18q12.2	zinc finger protein 397	protein-coding	NA	/
HBTAR010056	9606	84309	NUDT16L1	SDOS; TIRR	OMIM:617338; HGNC:HGNC:28154; Ensembl:ENSG00000168101	16	16p13.3	nudix hydrolase 16 like 1	protein-coding	NA	/
HBTAR010057	9606	84310	C7orf50	YCR016W	HGNC:HGNC:22421; Ensembl:ENSG00000146540	7	7p22.3	chromosome 7 open reading frame 50	protein-coding	NA	/
HBTAR010058	9606	84312	BRMS1L	BRMS1	OMIM:618514; HGNC:HGNC:20512; Ensembl:ENSG00000100916	14	14q13.2	BRMS1 like transcriptional repressor	protein-coding	NA	/
HBTAR010059	9606	84314	TMEM107	GRVS638; JBTS29; MKS13; PRO1268	OMIM:616183; HGNC:HGNC:28128; Ensembl:ENSG00000179029	17	17p13.1	transmembrane protein 107	protein-coding	NA	/
HBTAR010060	9606	84316	NAA38	LSMD1; MAK31; PFAAP2	OMIM:617990; HGNC:HGNC:28212; Ensembl:ENSG00000183011	17	17p13.1	"N-alpha-acetyltransferase 38, NatC auxiliary subunit"	protein-coding	NA	/
HBTAR010061	9606	84319	CMSS1	C3orf26	HGNC:HGNC:28666; Ensembl:ENSG00000184220	3	3q12.1	cms1 ribosomal small subunit homolog	protein-coding	NA	/
HBTAR010062	9606	84320	ACBD6	-	OMIM:616352; HGNC:HGNC:23339; Ensembl:ENSG00000230124	1	1q25.2-q25.3	acyl-CoA binding domain containing 6	protein-coding	NA	/
HBTAR010063	9606	84326	METTL26	C16orf13; JFP2	HGNC:HGNC:14141; Ensembl:ENSG00000130731	16	16p13.3	methyltransferase like 26	protein-coding	NA	/
HBTAR010064	9606	84327	ZBED3	-	OMIM:615250; HGNC:HGNC:20711; Ensembl:ENSG00000132846	5	5q13.3	zinc finger BED-type containing 3	protein-coding	NA	/
HBTAR010065	9606	84330	ZNF414	ZFP414	HGNC:HGNC:20630; Ensembl:ENSG00000133250	19	19p13.2	zinc finger protein 414	protein-coding	NA	/
HBTAR010066	9606	84332	DYDC2	-	HGNC:HGNC:23468; Ensembl:ENSG00000133665	10	10q23.1	DPY30 domain containing 2	protein-coding	NA	/
HBTAR010067	9606	84333	PCGF5	RNF159	OMIM:617407; HGNC:HGNC:28264; Ensembl:ENSG00000180628	10	10q23.32	polycomb group ring finger 5	protein-coding	NA	/
HBTAR010068	9606	84340	GFM2	EF-G2mt; EFG2; MRRF2; MST027; MSTP027; RRF; RRF2; RRF2mt; hEFG2; mEF-G 2	OMIM:606544; HGNC:HGNC:29682; Ensembl:ENSG00000164347	5	5q13.3	GTP dependent ribosome recycling factor mitochondrial 2	protein-coding	NA	/
HBTAR010069	9606	84342	COG8	CDG2H; DOR1	OMIM:606979; HGNC:HGNC:18623; Ensembl:ENSG00000213380	16	16q22.1	component of oligomeric golgi complex 8	protein-coding	NA	/
HBTAR010070	9606	84364	ARFGAP2	IRZ; NBLA10535; ZFP289; ZNF289	OMIM:606908; HGNC:HGNC:13504; Ensembl:ENSG00000149182	11	11p11.2	ADP ribosylation factor GTPase activating protein 2	protein-coding	NA	/
HBTAR010071	9606	84376	HOOK3	HK3	OMIM:607825; HGNC:HGNC:23576; Ensembl:ENSG00000168172	8	8p11.21	hook microtubule tethering protein 3	protein-coding	NA	/
HBTAR010072	9606	84418	CYSTM1	C5orf32; ORF1-FL49	HGNC:HGNC:30239; Ensembl:ENSG00000120306	5	5q31.3	cysteine rich transmembrane module containing 1	protein-coding	NA	/
HBTAR010073	9606	84419	C15orf48	COXFA4L3; FOAP-11; MIR147BHG; NMES1	OMIM:608409; HGNC:HGNC:29898; Ensembl:ENSG00000166920	15	15q21.1	chromosome 15 open reading frame 48	protein-coding	NA	/
HBTAR010074	9606	84432	PROK1	EGVEGF; PK1; PRK1	OMIM:606233; HGNC:HGNC:18454; Ensembl:ENSG00000143125	1	1p13.3	prokineticin 1	protein-coding	NA	/
HBTAR010075	9606	84435	ADGRA1	GPR123	OMIM:612302; HGNC:HGNC:13838; Ensembl:ENSG00000197177	10	10q26.3	adhesion G protein-coupled receptor A1	protein-coding	NA	/
HBTAR010076	9606	84436	ZNF528	-	OMIM:615580; HGNC:HGNC:29384; Ensembl:ENSG00000167555	19	19q13.41	zinc finger protein 528	protein-coding	NA	/
HBTAR010077	9606	84439	HHIPL1	KIAA1822; UNQ9245	HGNC:HGNC:19710; Ensembl:ENSG00000182218	14	14q32.2	HHIP like 1	protein-coding	NA	/
HBTAR010078	9606	84444	DOT1L	DOT1; KMT4	OMIM:607375; HGNC:HGNC:24948; Ensembl:ENSG00000104885	19	19p13.3	DOT1 like histone lysine methyltransferase	protein-coding	T87686	Clinical Trial target
HBTAR010079	9606	84446	BRSK1	hSAD1	OMIM:609235; HGNC:HGNC:18994; Ensembl:ENSG00000160469	19	19q13.42	BR serine/threonine kinase 1	protein-coding	T20053	Research target
HBTAR010080	9606	84447	SYVN1	DER3; HRD1	OMIM:608046; HGNC:HGNC:20738; Ensembl:ENSG00000162298	11	11q13.1	synoviolin 1	protein-coding	T01441	Research target
HBTAR010081	9606	84449	ZNF333	-	OMIM:611811; HGNC:HGNC:15624; Ensembl:ENSG00000160961	19	19p13.12	zinc finger protein 333	protein-coding	NA	/
HBTAR010082	9606	84450	ZNF512	-	HGNC:HGNC:29380; Ensembl:ENSG00000243943	2	2p23.3	zinc finger protein 512	protein-coding	NA	/
HBTAR010083	9606	84451	MAP3K21	MLK4; dJ862P8.3	OMIM:614793; HGNC:HGNC:29798; Ensembl:ENSG00000143674	1	1q42.2	mitogen-activated protein kinase kinase kinase 21	protein-coding	T92334	Research target
HBTAR010084	9606	84455	EFCAB7	-	OMIM:617632; HGNC:HGNC:29379; Ensembl:ENSG00000203965	1	1p31.3	EF-hand calcium binding domain 7	protein-coding	NA	/
HBTAR010085	9606	84457	PHYHIPL	-	HGNC:HGNC:29378; Ensembl:ENSG00000165443	10	10q21.1	phytanoyl-CoA 2-hydroxylase interacting protein like	protein-coding	NA	/
HBTAR010086	9606	84458	LCOR	C10orf12; MLR2	OMIM:607698; HGNC:HGNC:29503; Ensembl:ENSG00000196233	10	10q24.1	ligand dependent nuclear receptor corepressor	protein-coding	NA	/
HBTAR010087	9606	84467	FBN3	-	OMIM:608529; HGNC:HGNC:18794; Ensembl:ENSG00000142449	19	19p13.2	fibrillin 3	protein-coding	NA	/
HBTAR010088	9606	84501	SPIRE2	Spir-2	OMIM:609217; HGNC:HGNC:30623; Ensembl:ENSG00000204991	16	16q24.3	spire type actin nucleation factor 2	protein-coding	NA	/
HBTAR010089	9606	84503	ZNF527	-	HGNC:HGNC:29385; Ensembl:ENSG00000189164	19	19q13.12	zinc finger protein 527	protein-coding	NA	/
HBTAR010090	9606	84513	PLPP5	DPPL1; HTPAP; PPAPDC1B	OMIM:610626; HGNC:HGNC:25026; Ensembl:ENSG00000147535	8	8p11.23	phospholipid phosphatase 5	protein-coding	NA	/
HBTAR010091	9606	84514	GHDC	D11LGP1; LGP1	OMIM:608587; HGNC:HGNC:24438; Ensembl:ENSG00000167925	17	17q21.2	GH3 domain containing	protein-coding	NA	/
HBTAR010092	9606	84515	MCM8	C20orf154; POF10; dJ967N21.5	OMIM:608187; HGNC:HGNC:16147; Ensembl:ENSG00000125885	20	20p12.3	minichromosome maintenance 8 homologous recombination repair factor	protein-coding	NA	/
HBTAR010093	9606	84517	ACTRT3	ARP-T3; ARPM1	OMIM:608534; HGNC:HGNC:24022; Ensembl:ENSG00000184378	3	3q26.2	actin related protein T3	protein-coding	NA	/
HBTAR010094	9606	84525	HOPX	CAMEO; HOD; HOP; LAGY; NECC1; OB1; SMAP31; TOTO	OMIM:607275; HGNC:HGNC:24961; Ensembl:ENSG00000171476	4	4q12	HOP homeobox	protein-coding	NA	/
HBTAR010095	9606	84527	ZNF559	NBLA00121	HGNC:HGNC:28197; Ensembl:ENSG00000188321	19	19p13.2	zinc finger protein 559	protein-coding	NA	/
HBTAR010096	9606	84528	RHOXF2	CT107; PEPP-2; PEPP2; THG1	OMIM:300447; HGNC:HGNC:30011; Ensembl:ENSG00000131721	X	Xq24	Rhox homeobox family member 2	protein-coding	NA	/
HBTAR010097	9606	84532	ACSS1	ACAS2L; ACECS1; AceCS2L	OMIM:614355; HGNC:HGNC:16091; Ensembl:ENSG00000154930	20	20p11.21	acyl-CoA synthetase short chain family member 1	protein-coding	NA	/
HBTAR010098	9606	84539	MCHR2	GPR145; GPRv17; MCH-2R; MCH-R2; MCH2; MCH2R; MCHR-2; SLT	OMIM:606111; HGNC:HGNC:20867; Ensembl:ENSG00000152034	6	6q16.2	melanin concentrating hormone receptor 2	protein-coding	T70539	Research target
HBTAR010099	9606	84541	KBTBD8	TA-KRP; TAKRP	OMIM:616607; HGNC:HGNC:30691; Ensembl:ENSG00000163376	3	3p14.1	kelch repeat and BTB domain containing 8	protein-coding	NA	/
HBTAR010100	9606	84547	PGBD1	HUCEP-4; SCAND4; dJ874C20.4	HGNC:HGNC:19398; Ensembl:ENSG00000137338	6	6p22.1	piggyBac transposable element derived 1	protein-coding	NA	/
HBTAR010101	9606	84549	MAK16	MAK16L; RBM13	HGNC:HGNC:13703; Ensembl:ENSG00000198042	8	8p12	MAK16 homolog	protein-coding	NA	/
HBTAR010102	9606	84552	PARD6G	PAR-6G; PAR6gamma	OMIM:608976; HGNC:HGNC:16076; Ensembl:ENSG00000178184	18	18q23	par-6 family cell polarity regulator gamma	protein-coding	NA	/
HBTAR010103	9606	84553	FAXC	C6orf168; dJ273F20	HGNC:HGNC:20742; Ensembl:ENSG00000146267	6	6q16.2	"failed axon connections homolog, metaxin like GST domain containing"	protein-coding	NA	/
HBTAR010104	9606	84557	MAP1LC3A	ATG8E; LC3; LC3A; MAP1ALC3; MAP1BLC3	OMIM:601242; HGNC:HGNC:6838; Ensembl:ENSG00000101460	20	20q11.22	microtubule associated protein 1 light chain 3 alpha	protein-coding	NA	/
HBTAR010105	9606	84560	MT4	MT-4; MT-IV; MTIV	OMIM:606206; HGNC:HGNC:18705; Ensembl:ENSG00000102891	16	16q13	metallothionein 4	protein-coding	NA	/
