Gene.Symbol,Description,Category,Uniprot.ID,Gifts,GC.Id,Relevance.score,GeneCards.Link
TCEAL7,Transcription Elongation Factor A Like 7,Protein Coding,Q9BRU2,38,GC0XP103330,6.16325950622559,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TCEAL7
RPS7,Ribosomal Protein S7,Protein Coding,P62081,49,GC02P003575,6.16213083267212,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPS7
EIF4H,Eukaryotic Translation Initiation Factor 4H,Protein Coding,Q15056,49,GC07P074174,6.15494346618652,https://www.genecards.org/cgi-bin/carddisp.pl?gene=EIF4H
DAPK2,Death Associated Protein Kinase 2,Protein Coding,Q9UIK4,46,GC15M063907,6.15203285217285,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DAPK2
GLP1R,Glucagon Like Peptide 1 Receptor,Protein Coding,P43220,53,GC06P039048,6.14975070953369,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GLP1R
AMBP,Alpha-1-Microglobulin/Bikunin Precursor,Protein Coding,P02760,50,GC09M114060,6.14628601074219,https://www.genecards.org/cgi-bin/carddisp.pl?gene=AMBP
PTGER1,Prostaglandin E Receptor 1,Protein Coding,P34995,48,GC19M015556,6.14608287811279,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTGER1
CFL1,Cofilin 1,Protein Coding,P23528,53,GC11M065823,6.14506673812866,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CFL1
TFPI,Tissue Factor Pathway Inhibitor,Protein Coding,P10646,52,GC02M187464,6.14506435394287,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TFPI
UGT1A9,UDP Glucuronosyltransferase Family 1 Member A9,Protein Coding,O60656,51,GC02P233671,6.1445837020874,https://www.genecards.org/cgi-bin/carddisp.pl?gene=UGT1A9
RPS13,Ribosomal Protein S13,Protein Coding,P62277,48,GC11M017756,6.14356231689453,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPS13
SETD5,SET Domain Containing 5,Protein Coding,Q9C0A6,45,GC03P009402,6.14338970184326,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SETD5
MIR421,MicroRNA 421,RNA Gene,"",17,GC0XM074218,6.14205932617188,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR421
GFRA1,GDNF Family Receptor Alpha 1,Protein Coding,P56159,54,GC10M116056,6.14074897766113,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GFRA1
NPC1,NPC Intracellular Cholesterol Transporter 1,Protein Coding,O15118,56,GC18M023506,6.140709400177,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NPC1
SAGE1,Sarcoma Antigen 1,Protein Coding,Q9NXZ1,36,GC0XP135889,6.13956832885742,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SAGE1
TM9SF4,Transmembrane 9 Superfamily Member 4,Protein Coding,Q92544,44,GC20P032109,6.13822174072266,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TM9SF4
RAD9A,RAD9 Checkpoint Clamp Component A,Protein Coding,Q99638,46,GC11P073042,6.13332557678223,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAD9A
RPS6KA1,Ribosomal Protein S6 Kinase A1,Protein Coding,Q15418,57,GC01P029441,6.1331615447998,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPS6KA1
OCIAD2,OCIA Domain Containing 2,Protein Coding,Q56VL3,42,GC04M048887,6.12535190582275,https://www.genecards.org/cgi-bin/carddisp.pl?gene=OCIAD2
FUT8,Fucosyltransferase 8,Protein Coding,Q9BYC5,50,GC14P065411,6.12094211578369,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FUT8
NEK9,NIMA Related Kinase 9,Protein Coding,Q8TD19,52,GC14M075079,6.11896324157715,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NEK9
RPL27,Ribosomal Protein L27,Protein Coding,P61353,49,GC17P042998,6.11851692199707,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPL27
SMYD3,SET And MYND Domain Containing 3,Protein Coding,Q9H7B4,49,GC01M245749,6.11698198318481,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SMYD3
ADGRE5,Adhesion G Protein-Coupled Receptor E5,Protein Coding,P48960,50,GC19P082732,6.11517429351807,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADGRE5
DLGAP5,DLG Associated Protein 5,Protein Coding,Q15398,46,GC14M055148,6.11459016799927,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DLGAP5
TSC22D1,TSC22 Domain Family Member 1,Protein Coding,Q15714,47,GC13M044432,6.11069869995117,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TSC22D1
SLC17A5,Solute Carrier Family 17 Member 5,Protein Coding,Q9NRA2,51,GC06M073593,6.10498428344727,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC17A5
CARMN,Cardiac Mesoderm Enhancer-Associated Non-Coding RNA,RNA Gene,"",22,GC05P149397,6.10336494445801,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CARMN
PPP6C,Protein Phosphatase 6 Catalytic Subunit,Protein Coding,O00743,50,GC09M125175,6.10062551498413,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPP6C
MMUT,Methylmalonyl-CoA Mutase,Protein Coding,P22033,53,GC06M049430,6.09563255310059,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MMUT
CHD1L,Chromodomain Helicase DNA Binding Protein 1 Like,Protein Coding,Q86WJ1,48,GC01P154062,6.09388208389282,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CHD1L
SLCO1B3,Solute Carrier Organic Anion Transporter Family Member 1B3,Protein Coding,Q9NPD5,52,GC12P020810,6.09020328521729,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLCO1B3
YBX3,Y-Box Binding Protein 3,Protein Coding,P16989,48,GC12M024914,6.09007120132446,https://www.genecards.org/cgi-bin/carddisp.pl?gene=YBX3
HTR3A,5-Hydroxytryptamine Receptor 3A,Protein Coding,P46098,52,GC11P113975,6.08441638946533,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HTR3A
ABCC12,ATP Binding Cassette Subfamily C Member 12,Protein Coding,Q96J65,45,GC16M048081,6.08336734771729,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ABCC12
TRIM33,Tripartite Motif Containing 33,Protein Coding,Q9UPN9,51,GC01M114392,6.08193588256836,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRIM33
AATF,Apoptosis Antagonizing Transcription Factor,Protein Coding,Q9NY61,48,GC17P036948,6.081862449646,https://www.genecards.org/cgi-bin/carddisp.pl?gene=AATF
ROR1,Receptor Tyrosine Kinase Like Orphan Receptor 1,Protein Coding,Q01973,54,GC01P063774,6.07705116271973,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ROR1
CORO1C,Coronin 1C,Protein Coding,Q9ULV4,46,GC12M108645,6.07538509368896,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CORO1C
ST3GAL4,"ST3 Beta-Galactoside Alpha-2,3-Sialyltransferase 4",Protein Coding,Q11206,49,GC11P126355,6.07385778427124,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ST3GAL4
GNAI2,G Protein Subunit Alpha I2,Protein Coding,P04899,53,GC03P050226,6.07118606567383,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GNAI2
PPY,Pancreatic Polypeptide,Protein Coding,P01298,45,GC17M043940,6.06880474090576,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPY
ZBED3,Zinc Finger BED-Type Containing 3,Protein Coding,Q96IU2,39,GC05M077072,6.06387281417847,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZBED3
MAT2A,Methionine Adenosyltransferase 2A,Protein Coding,P31153,53,GC02P086025,6.06364488601685,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAT2A
ADARB1,Adenosine Deaminase RNA Specific B1,Protein Coding,P78563,50,GC21P045073,6.06227970123291,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADARB1
CGB5,Chorionic Gonadotropin Subunit Beta 5,Protein Coding,P0DN86,37,GC19P049043,6.06174039840698,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CGB5
CD70,CD70 Molecule,Protein Coding,P32970,50,GC19M009494,6.06146574020386,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD70
YARS1,Tyrosyl-TRNA Synthetase 1,Protein Coding,P54577,50,GC01M032776,6.05879688262939,https://www.genecards.org/cgi-bin/carddisp.pl?gene=YARS1
CKB,Creatine Kinase B,Protein Coding,P12277,51,GC14M103519,6.05614852905273,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CKB
EPHB1,EPH Receptor B1,Protein Coding,P54762,54,GC03P134795,6.05316543579102,https://www.genecards.org/cgi-bin/carddisp.pl?gene=EPHB1
RBPJ,Recombination Signal Binding Protein For Immunoglobulin Kappa J Region,Protein Coding,Q06330,54,GC04P026105,6.0522985458374,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RBPJ
BRD2,Bromodomain Containing 2,Protein Coding,P25440,50,GC06P104134,6.05152893066406,https://www.genecards.org/cgi-bin/carddisp.pl?gene=BRD2
TET3,Tet Methylcytosine Dioxygenase 3,Protein Coding,O43151,48,GC02P073986,6.05082273483276,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TET3
TIA1,TIA1 Cytotoxic Granule Associated RNA Binding Protein,Protein Coding,P31483,49,GC02M070209,6.04767608642578,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TIA1
PENK,Proenkephalin,Protein Coding,P01210,45,GC08M056436,6.04241275787354,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PENK
LGALS8,Galectin 8,Protein Coding,O00214,46,GC01P236518,6.04223775863647,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LGALS8
FABP3,Fatty Acid Binding Protein 3,Protein Coding,P05413,50,GC01M031365,6.03981018066406,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FABP3
CYBB,Cytochrome B-245 Beta Chain,Protein Coding,P04839,56,GC0XP037780,6.03658151626587,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CYBB
PARP2,Poly(ADP-Ribose) Polymerase 2,Protein Coding,Q9UGN5,52,GC14P020343,6.03505802154541,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PARP2
KNG1,Kininogen 1,Protein Coding,P01042,54,GC03P186717,6.03325700759888,https://www.genecards.org/cgi-bin/carddisp.pl?gene=KNG1
HRH1,Histamine Receptor H1,Protein Coding,P35367,52,GC03P014640,6.03283834457397,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HRH1
SKIC2,SKI2 Subunit Of Superkiller Complex,Protein Coding,Q15477,49,GC06P111654,6.02985286712646,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SKIC2
LPP,LIM Domain Containing Preferred Translocation Partner In Lipoma,Protein Coding,Q93052,51,GC03P188153,6.02819204330444,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LPP
AICDA,Activation Induced Cytidine Deaminase,Protein Coding,Q9GZX7,50,GC12M008602,6.02713489532471,https://www.genecards.org/cgi-bin/carddisp.pl?gene=AICDA
ASNS,Asparagine Synthetase (Glutamine-Hydrolyzing),Protein Coding,P08243,53,GC07M097854,6.02710676193237,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ASNS
NUP107,Nucleoporin 107,Protein Coding,P57740,50,GC12P068686,6.02665042877197,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NUP107
TRAF7,TNF Receptor Associated Factor 7,Protein Coding,Q6Q0C0,48,GC16P045949,6.02526044845581,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRAF7
UIMC1,Ubiquitin Interaction Motif Containing 1,Protein Coding,Q96RL1,46,GC05M176905,6.02461862564087,https://www.genecards.org/cgi-bin/carddisp.pl?gene=UIMC1
GNL3,G Protein Nucleolar 3,Protein Coding,Q9BVP2,49,GC03P052681,6.02454280853271,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GNL3
CD2,CD2 Molecule,Protein Coding,P06729,51,GC01P116754,6.02127695083618,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD2
TMSB10,Thymosin Beta 10,Protein Coding,P63313,44,GC02P084905,6.01806926727295,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMSB10
GOLPH3,Golgi Phosphoprotein 3,Protein Coding,Q9H4A6,45,GC05M032124,6.00687217712402,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GOLPH3
ECE1,Endothelin Converting Enzyme 1,Protein Coding,P42892,56,GC01M021217,6.00587272644043,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ECE1
DLL1,Delta Like Canonical Notch Ligand 1,Protein Coding,O00548,52,GC06M170282,6.00557470321655,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DLL1
RASGRP1,RAS Guanyl Releasing Protein 1,Protein Coding,O95267,54,GC15M038488,6.00172805786133,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RASGRP1
KIR3DL1,"Killer Cell Immunoglobulin Like Receptor, Three Ig Domains And Long Cytoplasmic Tail 1",Protein Coding,P43629,45,GC19P083917,5.98948335647583,https://www.genecards.org/cgi-bin/carddisp.pl?gene=KIR3DL1
AGAP2,"ArfGAP With GTPase Domain, Ankyrin Repeat And PH Domain 2",Protein Coding,Q99490,46,GC12M057723,5.98440361022949,https://www.genecards.org/cgi-bin/carddisp.pl?gene=AGAP2
STIM1,Stromal Interaction Molecule 1,Protein Coding,Q13586,56,GC11P004268,5.98251962661743,https://www.genecards.org/cgi-bin/carddisp.pl?gene=STIM1
PLEC,Plectin,Protein Coding,Q15149,50,GC08M146041,5.97672462463379,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLEC
MIR520D,MicroRNA 520d,RNA Gene,"",20,GC19P053720,5.97552299499512,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR520D
MIR519D,MicroRNA 519d,RNA Gene,"",20,GC19P053713,5.96918201446533,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR519D
SRSF3,Serine And Arginine Rich Splicing Factor 3,Protein Coding,P84103,46,GC06P104237,5.96710109710693,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SRSF3
SOAT1,Sterol O-Acyltransferase 1,Protein Coding,P35610,50,GC01P179262,5.96663475036621,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SOAT1
SMARCA5,"SWI/SNF Related, Matrix Associated, Actin Dependent Regulator Of Chromatin, Subfamily A, Member 5",Protein Coding,O60264,49,GC04P143513,5.96401500701904,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SMARCA5
ATF7IP,Activating Transcription Factor 7 Interacting Protein,Protein Coding,Q6VMQ6,44,GC12P014365,5.9618182182312,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATF7IP
RPS28,Ribosomal Protein S28,Protein Coding,P62857,46,GC19P008492,5.95933866500854,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPS28
PRKCZ-AS1,PRKCZ Antisense RNA 1,RNA Gene,"",17,GC01M009907,5.95889663696289,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRKCZ-AS1
DDB1,Damage Specific DNA Binding Protein 1,Protein Coding,Q16531,53,GC11M109043,5.95436382293701,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DDB1
P2RX7,Purinergic Receptor P2X 7,Protein Coding,Q99572,53,GC12P128227,5.95319700241089,https://www.genecards.org/cgi-bin/carddisp.pl?gene=P2RX7
GPC1,Glypican 1,Protein Coding,P35052,50,GC02P240435,5.95175266265869,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GPC1
EAF2,ELL Associated Factor 2,Protein Coding,Q96CJ1,44,GC03P121835,5.9489917755127,https://www.genecards.org/cgi-bin/carddisp.pl?gene=EAF2
ITK,IL2 Inducible T Cell Kinase,Protein Coding,Q08881,58,GC05P157158,5.94758176803589,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITK
BCRP3,BCR Pseudogene 3,Pseudogene,"",18,GC22P024632,5.94432067871094,https://www.genecards.org/cgi-bin/carddisp.pl?gene=BCRP3
RPS6KA3,Ribosomal Protein S6 Kinase A3,Protein Coding,P51812,60,GC0XM020149,5.94371509552002,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPS6KA3
DVL3,Dishevelled Segment Polarity Protein 3,Protein Coding,Q92997,52,GC03P184155,5.94300556182861,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DVL3
DUSP10,Dual Specificity Phosphatase 10,Protein Coding,Q9Y6W6,49,GC01M221701,5.94297885894775,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DUSP10
CSN2,Casein Beta,Protein Coding,P05814,41,GC04M069955,5.94220542907715,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CSN2
ENSG00000232995,Regulator Of G Protein Signaling 5,Uncategorized,"",9,GC01M163214,5.94105815887451,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000232995
DNAJB1,DnaJ Heat Shock Protein Family (Hsp40) Member B1,Protein Coding,P25685,51,GC19M014514,5.93803453445435,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DNAJB1
CTAGE1,Cutaneous T Cell Lymphoma-Associated Antigen 1,Protein Coding,Q9HC47,40,GC18M022413,5.93486547470093,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CTAGE1
LINC00467,Long Intergenic Non-Protein Coding RNA 467,RNA Gene,"",24,GC01P211382,5.93291330337524,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC00467
POR,Cytochrome P450 Oxidoreductase,Protein Coding,P16435,56,GC07P075899,5.93182897567749,https://www.genecards.org/cgi-bin/carddisp.pl?gene=POR
PI16,Peptidase Inhibitor 16,Protein Coding,Q6UXB8,43,GC06P104248,5.92758178710938,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PI16
TSHZ1,Teashirt Zinc Finger Homeobox 1,Protein Coding,Q6ZSZ6,46,GC18P075210,5.92237281799316,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TSHZ1
TNFRSF18,TNF Receptor Superfamily Member 18,Protein Coding,Q9Y5U5,48,GC01M001203,5.92077922821045,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TNFRSF18
EPHB3,EPH Receptor B3,Protein Coding,P54753,54,GC03P184561,5.9190502166748,https://www.genecards.org/cgi-bin/carddisp.pl?gene=EPHB3
SLC7A11,Solute Carrier Family 7 Member 11,Protein Coding,Q9UPY5,51,GC04M138164,5.91874933242798,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC7A11
SDCBP,Syndecan Binding Protein,Protein Coding,O00560,47,GC08P058539,5.91722726821899,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SDCBP
CYBA,Cytochrome B-245 Alpha Chain,Protein Coding,P13498,54,GC16M088643,5.91722106933594,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CYBA
CARD11,Caspase Recruitment Domain Family Member 11,Protein Coding,Q9BXL7,54,GC07M002906,5.91558647155762,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CARD11
ID2,Inhibitor Of DNA Binding 2,Protein Coding,Q02363,51,GC02P008678,5.91309642791748,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ID2
DDX21,DExD-Box Helicase 21,Protein Coding,Q9NR30,45,GC10P068956,5.91139984130859,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DDX21
KCNH1,Potassium Voltage-Gated Channel Subfamily H Member 1,Protein Coding,O95259,54,GC01M210678,5.91103315353394,https://www.genecards.org/cgi-bin/carddisp.pl?gene=KCNH1
RPS3,Ribosomal Protein S3,Protein Coding,P23396,50,GC11P079380,5.90857410430908,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPS3
IL23R,Interleukin 23 Receptor,Protein Coding,Q5VWK5,52,GC01P067138,5.90662384033203,https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL23R
PHLPP2,PH Domain And Leucine Rich Repeat Protein Phosphatase 2,Protein Coding,Q6ZVD8,47,GC16M071637,5.90475940704346,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PHLPP2
TEX14,"Testis Expressed 14, Intercellular Bridge Forming Factor",Protein Coding,Q8IWB6,46,GC17M058556,5.89596796035767,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TEX14
HSPH1,Heat Shock Protein Family H (Hsp110) Member 1,Protein Coding,Q92598,48,GC13M031134,5.89333200454712,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSPH1
CYP27A1,Cytochrome P450 Family 27 Subfamily A Member 1,Protein Coding,Q02318,53,GC02P218781,5.88922214508057,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CYP27A1
COL9A3,Collagen Type IX Alpha 3 Chain,Protein Coding,Q14050,49,GC20P062816,5.88903999328613,https://www.genecards.org/cgi-bin/carddisp.pl?gene=COL9A3
TPT1,"Tumor Protein, Translationally-Controlled 1",Protein Coding,P13693,53,GC13M045333,5.88872241973877,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TPT1
HEY1,Hes Related Family BHLH Transcription Factor With YRPW Motif 1,Protein Coding,Q9Y5J3,49,GC08M079764,5.88710784912109,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HEY1
TLR1,Toll Like Receptor 1,Protein Coding,Q15399,54,GC04M038793,5.88269519805908,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TLR1
OSMR,Oncostatin M Receptor,Protein Coding,Q99650,52,GC05P038845,5.88035106658936,https://www.genecards.org/cgi-bin/carddisp.pl?gene=OSMR
HCG27,HLA Complex Group 27,RNA Gene,"",22,GC06P031197,5.87497758865356,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HCG27
RAB27A,"RAB27A, Member RAS Oncogene Family",Protein Coding,P51159,54,GC15M055202,5.87438344955444,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAB27A
HLA-DRA,"Major Histocompatibility Complex, Class II, DR Alpha",Protein Coding,P01903,52,GC06P032439,5.87337779998779,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HLA-DRA
WAS,WASP Actin Nucleation Promoting Factor,Protein Coding,P42768,54,GC0XP048676,5.87047863006592,https://www.genecards.org/cgi-bin/carddisp.pl?gene=WAS
MUS81,MUS81 Structure-Specific Endonuclease Subunit,Protein Coding,Q96NY9,47,GC11P072933,5.86998891830444,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MUS81
LPXN,Leupaxin,Protein Coding,O60711,46,GC11M108952,5.86615562438965,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LPXN
LINC00336,Long Intergenic Non-Protein Coding RNA 336,RNA Gene,Q6ZUF6,29,GC06M033586,5.8660364151001,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC00336
NFIC,Nuclear Factor I C,Protein Coding,P08651,47,GC19P003314,5.86283111572266,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NFIC
USP28,Ubiquitin Specific Peptidase 28,Protein Coding,Q96RU2,45,GC11M113797,5.86139822006226,https://www.genecards.org/cgi-bin/carddisp.pl?gene=USP28
TRPV4,Transient Receptor Potential Cation Channel Subfamily V Member 4,Protein Coding,Q9HBA0,55,GC12M109783,5.86021518707275,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRPV4
CHKB-CPT1B,CHKB-CPT1B Readthrough (NMD Candidate),RNA Gene,"",20,GC22M050568,5.85700035095215,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CHKB-CPT1B
AQP1,Aquaporin 1 (Colton Blood Group),Protein Coding,P29972,53,GC07P030911,5.8546838760376,https://www.genecards.org/cgi-bin/carddisp.pl?gene=AQP1
CCL15-CCL14,CCL15-CCL14 Readthrough (NMD Candidate),RNA Gene,"",13,GC17M035983,5.85132217407227,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCL15-CCL14
SMAD5-AS1,SMAD5 Antisense RNA 1,RNA Gene,Q9Y6J3,25,GC05M136129,5.85001564025879,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SMAD5-AS1
CD248,CD248 Molecule,Protein Coding,Q9HCU0,46,GC11M066314,5.8470516204834,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD248
RAC2,Rac Family Small GTPase 2,Protein Coding,P15153,58,GC22M068176,5.84402942657471,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAC2
ELL2,Elongation Factor For RNA Polymerase II 2,Protein Coding,O00472,45,GC05M095885,5.83913326263428,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ELL2
EGLN3,Egl-9 Family Hypoxia Inducible Factor 3,Protein Coding,Q9H6Z9,52,GC14M033924,5.83564281463623,https://www.genecards.org/cgi-bin/carddisp.pl?gene=EGLN3
IRF7,Interferon Regulatory Factor 7,Protein Coding,Q92985,54,GC11M000612,5.83384561538696,https://www.genecards.org/cgi-bin/carddisp.pl?gene=IRF7
