Gene Symbol,Description,Category,Uniprot ID,Gifts,GC Id,Relevance score, GeneCards Link
"ENSG00000232615","Protein Phosphatase 4, Regulatory Subunit 2 (PPP4R2)  Pseudogene","Pseudogene","","6","GC05P001614","1.13314867019653","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000232615"
"ENSG00000254909","Potassium Channel Tetramerisation Domain Containing 6 (KCTD6) Pseudogene","Pseudogene","","6","GC11M119005","1.13314867019653","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000254909"
"ENSG00000255836","M-Phase Phosphoprotein 8 (MPHOSPH8) Pseudogene","Pseudogene","","6","GC12M008545","1.13314867019653","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000255836"
"lnc-FAM109A-2","","RNA Gene","","6","GC12M111405","1.13314867019653","https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-FAM109A-2"
"lnc-IFT46-2","","RNA Gene","","6","GC11M118602","1.13314867019653","https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-IFT46-2"
"lnc-TNFRSF1A-5","","RNA Gene","","6","GC12M006228","1.13314867019653","https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-TNFRSF1A-5"
"lnc-TPCN2-5","","RNA Gene","","6","GC11P073139","1.13314867019653","https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-TPCN2-5"
"CM034955-357","","RNA Gene","","5","GC05P135047","1.13314867019653","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CM034955-357"
"CM034970-187","","RNA Gene","","5","GC20P062355","1.13314867019653","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CM034970-187"
"HSALNG0088831","","RNA Gene","","5","GC12M006224","1.13314867019653","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSALNG0088831"
"LOC105369625","Uncharacterized LOC105369625","RNA Gene","","5","GC12M006223","1.13314867019653","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC105369625"
"LOC124902765","Uncharacterized LOC124902765","RNA Gene","","5","GC11M118603","1.13314867019653","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC124902765"
"NONHSAG015714.2","","RNA Gene","","5","GC14P091120","1.13314867019653","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NONHSAG015714.2"
"piR-37706","","RNA Gene","","5","GC15P136148","1.13314867019653","https://www.genecards.org/cgi-bin/carddisp.pl?gene=piR-37706"
"piR-42692","","RNA Gene","","5","GC17M017908","1.13314867019653","https://www.genecards.org/cgi-bin/carddisp.pl?gene=piR-42692"
"piR-47961","","RNA Gene","","5","GC17M000921","1.13314867019653","https://www.genecards.org/cgi-bin/carddisp.pl?gene=piR-47961"
"HSALNG0130801","","RNA Gene","","4","GC20M050760","1.13314867019653","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSALNG0130801"
"SNODB1086","","RNA Gene","","4","GC20P036123","1.13314867019653","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNODB1086"
"piR-43164-042","","RNA Gene","","4","GC20P050773","1.13314867019653","https://www.genecards.org/cgi-bin/carddisp.pl?gene=piR-43164-042"
"piR-47976","","RNA Gene","","4","GC20P050751","1.13314867019653","https://www.genecards.org/cgi-bin/carddisp.pl?gene=piR-47976"
"LOC124904977","Uncharacterized LOC124904977","Pseudogene","","3","GC20P036124","1.13314867019653","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC124904977"
"DZANK1","Double Zinc Ribbon And Ankyrin Repeat Domains 1","Protein Coding","Q9NVP4","37","GC20M018383","1.13292360305786","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DZANK1"
"NPC2","NPC Intracellular Cholesterol Transporter 2","Protein Coding","P61916","50","GC14M074476","1.13266372680664","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NPC2"
"PABPC1L","Poly(A) Binding Protein Cytoplasmic 1 Like","Protein Coding","Q4VXU2","40","GC20P044910","1.13261938095093","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PABPC1L"
"SLC15A3","Solute Carrier Family 15 Member 3","Protein Coding","Q8IY34","43","GC11M109029","1.13208508491516","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC15A3"
"LINC02288","Long Intergenic Non-Protein Coding RNA 2288","RNA Gene","","17","GC14P077132","1.13208508491516","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC02288"
"BRINP3-DT","BRINP3 Divergent Transcript","RNA Gene","","15","GC01P190482","1.13177251815796","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BRINP3-DT"
"MIR5590","MicroRNA 5590","RNA Gene","","9","GC02P134857","1.13126003742218","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR5590"
"AIFM3","Apoptosis Inducing Factor Mitochondria Associated 3","Protein Coding","Q96NN9","45","GC22P020965","1.12850832939148","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AIFM3"
"MIR6877","MicroRNA 6877","RNA Gene","","10","GC09P133051","1.12850832939148","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR6877"
"BLOC1S4","Biogenesis Of Lysosomal Organelles Complex 1 Subunit 4","Protein Coding","Q9NUP1","40","GC04P006718","1.12760782241821","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BLOC1S4"
"SLC4A5","Solute Carrier Family 4 Member 5","Protein Coding","Q9BY07","48","GC02M074217","1.12751424312592","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC4A5"
"MIR12129","MicroRNA 12129","RNA Gene","","6","GC0XP153337","1.12746155261993","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR12129"
"NRBF2","Nuclear Receptor Binding Factor 2","Protein Coding","Q96F24","43","GC10P063133","1.1269838809967","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NRBF2"
"LINC02648","Long Intergenic Non-Protein Coding RNA 2648","RNA Gene","","14","GC10P006620","1.12671661376953","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC02648"
"MED30","Mediator Complex Subunit 30","Protein Coding","Q96HR3","44","GC08P117521","1.12659430503845","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MED30"
"NR1D2","Nuclear Receptor Subfamily 1 Group D Member 2","Protein Coding","Q14995","48","GC03P023945","1.12592720985413","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NR1D2"
"CENPI","Centromere Protein I","Protein Coding","Q92674","43","GC0XP101098","1.12592720985413","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CENPI"
"GPC5-AS1","GPC5 Antisense RNA 1","RNA Gene","","16","GC13M092701","1.1251654624939","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GPC5-AS1"
"ZNF451-AS1","ZNF451 Regulatory Antisense RNA 1","RNA Gene","","16","GC06M081356","1.1251654624939","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF451-AS1"
"LINC01993","Long Intergenic Non-Protein Coding RNA 1993","RNA Gene","","15","GC17M078262","1.1251654624939","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC01993"
"LINC02594","Long Intergenic Non-Protein Coding RNA 2594","RNA Gene","","14","GC17P079954","1.1251654624939","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC02594"
"QKILA","QKI Interacting LncRNA","RNA Gene","","14","GC04M139565","1.1251654624939","https://www.genecards.org/cgi-bin/carddisp.pl?gene=QKILA"
"ENSG00000233005","Novel Transcript","RNA Gene","","12","GC02P021186","1.1251654624939","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000233005"
"ENSG00000272144","Novel Transcript","RNA Gene","","12","GC05P044999","1.1251654624939","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000272144"
"LOC105379109","Uncharacterized LOC105379109","RNA Gene","","11","GC05M104307","1.1251654624939","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC105379109"
"ENSG00000251131","Novel Transcript","RNA Gene","","10","GC05P043018","1.1251654624939","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000251131"
"ENSG00000258234","Novel Transcript","RNA Gene","","10","GC12M048231","1.1251654624939","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000258234"
"lnc-SOX5-5","","RNA Gene","","9","GC12M023563","1.1251654624939","https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-SOX5-5"
"HSALNG0076201","","RNA Gene","","7","GC10P011921","1.1251654624939","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSALNG0076201"
"LINC02859","Long Intergenic Non-Protein Coding RNA 2859","RNA Gene","","7","GC11M030686","1.1251654624939","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC02859"
"MN298114-186","","RNA Gene","","7","GC06M108287","1.1251654624939","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MN298114-186"
"lnc-MPP7-5","","RNA Gene","","7","GC10M028409","1.1251654624939","https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-MPP7-5"
"HSALNG0061806","","RNA Gene","","6","GC07P140463","1.1251654624939","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSALNG0061806"
"MK280144-192","","RNA Gene","","6","GC15P054038","1.1251654624939","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280144-192"
"MK280144-580","","RNA Gene","","6","GC06P104903","1.1251654624939","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280144-580"
"MK280144-632","","RNA Gene","","6","GC08M053758","1.1251654624939","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280144-632"
"MN298114-049","","RNA Gene","","6","GC14M025461","1.1251654624939","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MN298114-049"
"MN298114-063","","RNA Gene","","6","GC15P135572","1.1251654624939","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MN298114-063"
"MN298114-071","","RNA Gene","","6","GC16M067116","1.1251654624939","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MN298114-071"
"MN298114-091","","RNA Gene","","6","GC19M015645","1.1251654624939","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MN298114-091"
"MN298114-163","","RNA Gene","","6","GC05P138252","1.1251654624939","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MN298114-163"
"MN298114-168","","RNA Gene","","6","GC05M174345","1.1251654624939","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MN298114-168"
"MN298114-171","","RNA Gene","","6","GC06M008122","1.1251654624939","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MN298114-171"
"MN298114-187","","RNA Gene","","6","GC06P118364","1.1251654624939","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MN298114-187"
"MN298114-190","","RNA Gene","","6","GC06M143106","1.1251654624939","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MN298114-190"
"MN298114-191","","RNA Gene","","6","GC06M149211","1.1251654624939","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MN298114-191"
"MN298114-193","","RNA Gene","","6","GC06P154426","1.1251654624939","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MN298114-193"
"MN298114-209","","RNA Gene","","6","GC07P116539","1.1251654624939","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MN298114-209"
"MN298114-213","","RNA Gene","","6","GC08M006664","1.1251654624939","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MN298114-213"
"MN298114-222","","RNA Gene","","6","GC08M042395","1.1251654624939","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MN298114-222"
"MN298114-234","","RNA Gene","","6","GC08P122708","1.1251654624939","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MN298114-234"
"MN298114-284","","RNA Gene","","6","GC0XM154408","1.1251654624939","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MN298114-284"
"MK280144-103","","RNA Gene","","5","GC12P028517","1.1251654624939","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280144-103"
"MK280144-547","","RNA Gene","","5","GC05M090568","1.1251654624939","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280144-547"
"MK280144-631","","RNA Gene","","5","GC08P042748","1.1251654624939","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280144-631"
"MK280144-633","","RNA Gene","","5","GC08M058058","1.1251654624939","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280144-633"
"MK280144-656","","RNA Gene","","5","GC09P010540","1.1251654624939","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280144-656"
"MK280144-669","","RNA Gene","","5","GC09M103546","1.1251654624939","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280144-669"
"MN298114-001","","RNA Gene","","5","GC01M015859","1.1251654624939","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MN298114-001"
"MN298114-020","","RNA Gene","","5","GC10M100298","1.1251654624939","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MN298114-020"
"MN298114-037","","RNA Gene","","5","GC12P120578","1.1251654624939","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MN298114-037"
"MN298114-040","","RNA Gene","","5","GC13P024280","1.1251654624939","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MN298114-040"
"MN298114-041","","RNA Gene","","5","GC13M028094","1.1251654624939","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MN298114-041"
"MN298114-051","","RNA Gene","","5","GC14M035008","1.1251654624939","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MN298114-051"
"MN298114-064","","RNA Gene","","5","GC15M134813","1.1251654624939","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MN298114-064"
"MN298114-070","","RNA Gene","","5","GC16P054629","1.1251654624939","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MN298114-070"
"MN298114-073","","RNA Gene","","5","GC17P084527","1.1251654624939","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MN298114-073"
"MN298114-080","","RNA Gene","","5","GC17P084533","1.1251654624939","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MN298114-080"
"MN298114-090","","RNA Gene","","5","GC19M015644","1.1251654624939","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MN298114-090"
"MN298114-102","","RNA Gene","","5","GC02P126694","1.1251654624939","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MN298114-102"
"MN298114-103","","RNA Gene","","5","GC02P139659","1.1251654624939","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MN298114-103"
"MN298114-104","","RNA Gene","","5","GC02M172822","1.1251654624939","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MN298114-104"
"MN298114-107","","RNA Gene","","5","GC02M236871","1.1251654624939","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MN298114-107"
"MN298114-113","","RNA Gene","","5","GC22P055435","1.1251654624939","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MN298114-113"
"MN298114-117","","RNA Gene","","5","GC03P059578","1.1251654624939","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MN298114-117"
"MN298114-132","","RNA Gene","","5","GC03M192644","1.1251654624939","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MN298114-132"
"MN298114-133","","RNA Gene","","5","GC04M006770","1.1251654624939","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MN298114-133"
"MN298114-136","","RNA Gene","","5","GC04M085742","1.1251654624939","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MN298114-136"
"MN298114-164","","RNA Gene","","5","GC05M147405","1.1251654624939","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MN298114-164"
"MN298114-166","","RNA Gene","","5","GC05P163658","1.1251654624939","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MN298114-166"
"MN298114-167","","RNA Gene","","5","GC05M172995","1.1251654624939","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MN298114-167"
"MN298114-172","","RNA Gene","","5","GC06P108967","1.1251654624939","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MN298114-172"
"MN298114-192","","RNA Gene","","5","GC06P150718","1.1251654624939","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MN298114-192"
"MN298114-211","","RNA Gene","","5","GC07M138474","1.1251654624939","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MN298114-211"
"MN298114-212","","RNA Gene","","5","GC07P153284","1.1251654624939","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MN298114-212"
"MN298114-231","","RNA Gene","","5","GC08P103375","1.1251654624939","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MN298114-231"
"MN298114-247","","RNA Gene","","5","GC09P052718","1.1251654624939","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MN298114-247"
"MN298114-249","","RNA Gene","","5","GC09M041537","1.1251654624939","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MN298114-249"
"MN298114-256","","RNA Gene","","5","GC09P121352","1.1251654624939","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MN298114-256"
"MN298114-260","","RNA Gene","","5","GC0XM001146","1.1251654624939","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MN298114-260"
"MN298114-283","","RNA Gene","","5","GC0XM150385","1.1251654624939","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MN298114-283"
"HSALNG0038399","","RNA Gene","","4","GC04M167655","1.1251654624939","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSALNG0038399"
"MK280144-044","","RNA Gene","","4","GC10P051629","1.1251654624939","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280144-044"
"MK280144-171","","RNA Gene","","4","GC14P065052","1.1251654624939","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280144-171"
"MK280144-238","","RNA Gene","","4","GC16M072047","1.1251654624939","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280144-238"
"MK280144-373","","RNA Gene","","4","GC20P006623","1.1251654624939","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280144-373"
"MK280144-542","","RNA Gene","","4","GC05P080747","1.1251654624939","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280144-542"
"MK280144-558","","RNA Gene","","4","GC06P011559","1.1251654624939","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280144-558"
"MK280144-575","","RNA Gene","","4","GC06M093318","1.1251654624939","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280144-575"
"MK280144-596","","RNA Gene","","4","GC07P032102","1.1251654624939","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280144-596"
"MK280144-627","","RNA Gene","","4","GC08M029472","1.1251654624939","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280144-627"
"MK280144-640","","RNA Gene","","4","GC08P100815","1.1251654624939","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280144-640"
"MK280144-714","","RNA Gene","","4","GC0YM007050","1.1251654624939","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280144-714"
"MN297964","","RNA Gene","","4","GC03P023069","1.1251654624939","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MN297964"
"MN298114-002","","RNA Gene","","4","GC01P038393","1.1251654624939","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MN298114-002"
"MN298114-006","","RNA Gene","","4","GC01M094196","1.1251654624939","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MN298114-006"
"MN298114-010","","RNA Gene","","4","GC01M161323","1.1251654624939","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MN298114-010"
"MN298114-018","","RNA Gene","","4","GC10M009195","1.1251654624939","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MN298114-018"
"MN298114-021","","RNA Gene","","4","GC10M112600","1.1251654624939","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MN298114-021"
"MN298114-030","","RNA Gene","","4","GC11P122410","1.1251654624939","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MN298114-030"
"MN298114-043","","RNA Gene","","4","GC13M080107","1.1251654624939","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MN298114-043"
"MN298114-045","","RNA Gene","","4","GC13M104322","1.1251654624939","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MN298114-045"
"MN298114-047","","RNA Gene","","4","GC13M106055","1.1251654624939","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MN298114-047"
"MN298114-054","","RNA Gene","","4","GC14M115937","1.1251654624939","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MN298114-054"
